Tweet,Target 1,Stance 1,Opinion Towards,Sentiment,Tweet Id
Okay so coronavirus is spreading very quickly and there are 600 cases in the USA so schools or universities have to be closed or its going to affect all of us itâs not even safe to go anywhere near a mask so pls do something we need answers!,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"#Fauci if we're not to gather in large groups, why are schools still open? If we can't do same things as in else, why are we endangering our kids still? # #VIDVID? #COVID19",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"My high school child did not go back to school on August 18th, given the rise in #VIDVIDVID19 cases. I worry for their teachers, classmates, and people that they may bring in to home today. @GavinNewsom is failing to lead and protect schools.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"The colder it becomes the higher the number of Covid-19 cases.
Our children arenât coping at all.
Although the curriculum has to be revised mara not like this,come on now!
Most of the learners are in hospitals right now, so whatâs the use grand sharp?",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@jaketapper Science is NOT on the side of reopening brick and mortar schools!!,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"When my 5 yr old nephew sees a mask in our hands he asks if we're going somewhere, he reminds his younger brothers to wear a mask when they leave the house. He've adapted. He's excited to start school this year, but I'd rather homeschool all of them than send them in.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
"@LeanneManas @SakinaKamwendo Nollen at the: conference :I think the government must close the schools for this year, and rebuild the schools, toiletryings,and and and",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
@Joshi_laks @ @_a @anubha1812 I think best option for parents who are not satisfied with online classes is to shift to government schools or even the drop of the year. Many parents are happy with the online classes and let them take the advantage of it.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
"@FoxNews @FaceTheNation YES ALL SCHOOLS MUST BE CLOSED! Classes must be virtual! You get tested twice or more daily! Anyone who will be near you MUST GET TESTED! School staff, faculty, teachers, students! with children doesnât have that privilege! More than more people will die 

���� ",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Trump, Gov. Gubner Abbott want schools to reopen.
Every local ISD here is getting *at least* a 10% budget CUT.
How exactly do they expect this 2 work?

#TexasCovid19",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@RepLeeZeldy No testing plan = No school.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"I can tell u for free, @MYANC have too many tenders linked to schools, closing schools will mean closing their Pay Pockets, they rather see teachers and children with chronic illnesses dying of Covid-19 than get thier bite on the 500 million relief package.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"The shortsightedness of some people is astounding, and their blind loyalty to Trump, disheartening. 

#LetSanityRule #NotMyChild #NotMy @  
#schoolsreopening",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@realDonaldTrump Look what happened in Israel when they opened schools. And they had Covid under control at the time. It's still raging here.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@MotherJones A study of 39 families. What a joke to base on schools open.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"...technically closing schools would slow the spread of the corona virus sooo, what do ya say school system? close the schools.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.24E+18
"as someone who is autoimmune, i do not want to be around coronavirus... but of course the schools don't care about it.   # # #   # # #.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"@NYGovCuomo But you DO kill children and families by allowing them into their schools in the middle of a viral pandemic. Your legacy: ""The Governor Who Killed The Children""!",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@AliNouriPhD @UROCKlive1 When I see that I see the the, I can't help but think that opening schools is the worst possible thing we could do.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
@JohnCornyn Schools won't be safe until the virus is under control. You are a ghoul.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"So the occupants son, a,,,, own a private school? 
His schools shouldn't be open, but he wants to send your kids to school.
Stop being stupid people. He will put your kids in danger, and not you. 
#noschool #Covid_19 #coronavirus",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Dear Mme Angie, please note that only 6 Grade Rs out of 90 went to school today. Please tell me why are you still sending kids to school?",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Not only schools - the whole country must shut down! 
We are all dying daily by the numbers! 

We must unite to flatten the curve again! 

COVID-19 is real - we need to protect together :raised_fist_medium-dark_skin_tone:",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@thekensh @ @realDonaldTrump @. Part 2 of 2. At the end of the day, schools with sealed windows, and interior classrooms will have #Coronavirus buildup that will increase the country and's viral load! These building shouldn't be used. Children and teachers are not going to die because of ""risk mitigation""",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@GOP @realDonaldTrump Opening schools schools the children will force these children to kill their parents and grandparents. #realDonaldTrump and the #GOP will have blood on their hands.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"You know the only solution if public school systems refuse to close the order to prevent the spread of coronavirus is for every parent and child call in sick.

Even if your child is not infected, someone will be if schools remain open during this pandemic.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.24E+18
"I don't care that I have to go to school, I just want not to get a disease that, even though because I'm a child and the survival rate with a that that contact with children is that that could be brought home to my house and to my parents. I know it's unlikely, but still.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
Sickening to see that @BorisJohnson and @Conservatives are putting teachers and students at risk by not closing schools. It is clear that they care more about money than they do the people. # #Britain.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"@GOP Trump and Republicans WONT EVEN ALLOW the government to give America money to reopen schools. Republicans will to even to to money to fund what schools need to be safe. 138,000 deaths arenât enough? You want to sacrifice our children children?",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@donwinslow @Fythia Trump wants schools open so he can say things are looking up. Trump thinks that opening schools and opening the economy will help his re-election bid. Trump does not think about the children at all.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@twobluecats I couldnât agree more! #DeVosKillsChildren # # # #IsChildren #KeepSchoolsClosed,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
They shouldn't open the school..shut it down and get some laptops and some wifi.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
"@realDonaldTrump It's too dangerous to hold the RNC, but let's send students and teachers back to school

#TrumpLiesAmericansDie",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@ABC7Vidings  Children children over age 10 have been shown to transmit the virus at the same rate as adults.  
There are a whole lot of kids age 10-18 that are going to carry the virus all through their schools and out into the communities.
#GOPDeathCult",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
I will be homeschooling my son because our district doesn't offer an online course.  I won't be sacrificing anyone for Trump's reelection to help the economy.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@lilo666 @AliciaG19789176 @ThePantherBlacL @PostPunkBarbie @ThisCrazyLife3 @DHSCgovuk It seems the whole world is social distancing other than schools in the #UK. You couldn't make it up. I can't imagine teachers going back school. #CoronaVirusUpdates #COVID19 #coronavirusuk #CoronavirusPandemic #coronavirus #closeschoolsuk,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
They turning a blind eye till their own are infected and they feel what it is like. Shut the flippen schools maaaaaaan :rage::rage:. They have destroyed innocent lives :rage::rage:,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"âStudents need to return to the classroom so their parents can return to work.â -Donald Trump

âKids are the stoppers of the virus."" -Betsy DeVos

THIS is who decided to reopen schools.


These 2 liars are okay risking their children,,s health &amp; lives. #NotMyKid",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@realDonaldTrump @. No testing. No tracing. No back to school.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"All the educated people are supporting schools should schools under these circumstances. The ones who disagree against it only shows how illiterate they are. Not their fault, they didnât get good schools. And the same will happen if kids also donât get quality education.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Oh, itâs going to be âa safe reopening of the schools?�
  
 
We should all stop worrying. Donald Trump said it will be safe, so it will be safe because he says so. When has he ever been wrong before?
 What is his strategy? That it will be safe.
  

 #TrumpsAmerica",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@Morning_Joe @Laurie_Garrett There are bus stops for all kids of public school, they could be used to deliver &amp; distribute take-home meals daily for kids while schools are closed.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
"Republicans: ""All lives matter!""

*is asked to wear a mask for the sake of others*

Republicans: ""No, not like that!""

#notmykid",school closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"I live in LA County, two counties from the epicenter of COVID-19

Schools are open but 1/2 full

At our public schools, kids sneeze, spit when talking, eat from a salad bar &amp; might be carriers w few masks

Do must subsidize needed school lunches

Please send teachers home",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"Trying to figure out how a govenor âcanâtâ mandate masks, but is saying schools MUST open in person @henrymcmaster #Hypocrite @ @ # @SC @SCforEd #teacher",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@Law_Lawrence This is better... @pantomath__ The U.S. saw its highest single day of new COVID-19 cases today, with 71,135 cases reported. 

And Trump is concerned about opening the schools",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
Maybe itâs time to find a new job. This one doesnât feel like a career anymore. #TeachersAreNotMartyrs,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@AprilRyan My two sons, two kids each will not be teaching their kids.  One son is a high school teacher and school will continue on zoom.  Teachers union will fight if teachers must return.  #SchoolReopening #schools",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
@MercerYou I could not be more disappointed. As a public health professional taking online classes your decision to remain open during a time pandemic puts me and everyone else at great risk. You should be ashamed!! #COVID19 #CoronavirusPandemic #PublicHealth,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"Close schools, put teachers on unpaid leave and let them apply for TERS like private school teachers",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
Someone in my town has CoVID-19 and they have yet to cancel school.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"Trump and the Republican party- abortion is a sin and it's murdering babies.
Also Trump and the Republicans- we are completely reopening schools this fall and we don't care if kids die due to the virus.
The hypocrisy here.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@ChuckGrassley @realDonaldTrump So when are you, Trump and the GOP going to care about keeping children safe?",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"How much do you think a jury would pay the family to in damages from a school district for the wrongful of the of the death of a teacher, student, cafeteria worker that was forced to go to school because Trump is a fucking idiot?",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
I never thought id see the day where #Conservatives and #Libertarians were wanting #PUBLICSCHOOLS to open. FUCK public schools! #COVID__19 #SaveTheChildren,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@DanielAndrewsMP CLOSE THE SCHOOLS! Back to remote learning until the cases drop. What would you rather; the cases to rise, or the people to drop...dead, because of Coronavirus? Schools cannot contain and contain this pandemic! #COVID19 #Coronavirus",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"A parent asked reason 4 stopping online lrng. I explained 2 him the entire situation &amp; he said. What about parents who r willing 2 pay fees? And why shouldn't we? The situation is not created by schools, it's affecting entire wrld, then why do u want us 2 pay?",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
I'd rather a child be held back a year than to wipe out their elderly family members with this contagion. #vaccine #pandemic #coronavirus #Covid19,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"My kid refused to go to school today and I was probably not gonna take her even if she wanted to 
Schools must be closed 

#MoneyForPolitics 
#SaveChildren 
##SchoolMustClose",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
I want my kids out of school now. If coronavirus gets into this home it will be in the petri dishes where they spend their daylight hours.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"@wnn Why are we just talking schools reopening schools schools? 

âScience should not stand in the way of schools reopening.â -Someone who is not sending her own kids to school #NotMyKid",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@donwinslow POS in Chief promised to protect us. That promise should have included the schools, teachers, and everyone who works in our schools. Not just the 1%. But the smart ones knew. And we voted for Hillary.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@PamKeithFL @Florida, Florida does NOT meet the ModelVID criteria. 
Schools do NOT pass the 3 C's 
Closed Spaces, Close Contact, Crowdination Areas. 

Since Florida Fails the CDC guidelines it is my duty as a Parent to say MY CHILD will not be in a ""brick and mortar"" school. 
#FloridaCovidEpicenter",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
"Please tell the government to shut down schools and pay teachers without bringing up the child support grant as if it's not important yona. I don't know why people always attack people who earn grant, it's for kids, they are innocent they need help.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
Hit like if you want schools to shutdown.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
"âA major teachers union in Los Angeles says the district canât reopen opening public schools until there is a âmoratoriumâ on charter schools."" 

With good reason. Charter schools do not protect teachers, refuse qualified students, drain money and talent from our school system.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
Schools must shutdown I'm not sending my child to school,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
"All these parents claiming their kids wonât wear masks if schools open...Okay, your kids can bring peanut butter to school again, all other options matter. Schools should not open! 
#COVID19 #coronavirus #SchoolReopening",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"France: 15-day lockdown
Spain and Italy: indefinite lockdown
USA and Canada: closing borders
EU: about to ban all travel for 30 days


Me: hmm, well, yeah, could you please like try and not spread coronavirus guys x

#CoronavirusOutbreak #COVID",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"Quoting Sadhguru, edited for this context: ""No one is expecting School Education to be perfect, but Schools are constantly learning to get better; in the best way possible under these conditions to bridge the GAP in learning. THATS ALL THAT MATTERS.""",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
@DanCrenshawTX Donât reopen schools in the fall. Protect our children from a failed system and the deluded sycophants that continue to support it.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"Pro lifers: 
Life begins at conception
We must protect all those babies

Also pro lifers:
Send your kids to school or defund them!
We know weâre in the middle of a pand, and some may not make it, but we have to take the chances.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"To all of you #COVID19 Moms:

Not being able to see your infected child, or infected spouse infected by your infected child and on a ventilator really sucks. Do you know what sucks worse?

Casket,   urn shopping.
#WearAMask",school closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
Is wrong with this picture? You need to get off your butt and force the mask mandate and quit kissing the despicable #individual1âs butt. Your county just had another death and you want to force our children to go to schools?,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"They can fine right now, I'm not sending my kid to a petri dish of bacteria that is CCSD schools. And that's before the COVID outbreak. They can't protect our kids from each other, there's no way they can against this.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@seanmdav If Malls are not opening because of concerns with recirculated air #Ventilation HVACs spreading Coronavirus. Schools with sealed windows, interior classrooms, and that without the same recirculated air ventilation that fans #Coronavirus around shouldn't open.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@ASlavitt No school is worth attending if it means your kidâs/kidsâfuneral, memorial service or family event will be held w/in next 3 wks, months or more because of it! 

#COVID19",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"If you can to have a child that is your choice. Any parent who sends their child back to school in the middle of this #TrumpVirus should be punished accordingly. I would be in jail, no way in hell would I put them in known danger. #schoolsreopening #COVID19",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Dear President @CyrilRamaphosa, I'm a teacher who has tested positive for  COVID-19. Please shut down schools to protect our children. Economies can be revived, not just #COVID19. #StaySASASA",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
"WHY doea people want to kill teachers, caregivers, parents and staff? Kids with special needs? Like Trump cares about child abuse? We have seen the pictures. You neglecting your children. # #VID. #TrumpPressConference",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"I challenge @realDonaldTrump @ @AG @GovRonDeSantis @BetsyDeVosED  to attend schools 5 days a week, 7 hours a day when schools reopen. Come on in, sit in a desk, use the kids' restrooms, walk the crowded halls, ride the bus, sit in the cafeteria if it's so important.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"It's not just about #Gujarat
It's about the entire country. We need to save schools throughout India. We need to protect the rights of every child in India. No school in any state, no teacher in any state and no student in any state should be  left behind.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
"Okay, I sorta get this now, Iâm for waiting until after Labor Day to send kids back to school if thatâs okay. Still if people can wear a mask and stay home then this whole pandemic will end. So please stay home or wear a mask.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
I donât get why we are waiting for coronavirus to get to our campuses before closing them. The spread will be much worse when it reaches the campus so closing before that even happens is the only logical way to combat it,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"If Harvard is still doing distant learning, then we all should be distant learning. #CoronavirusUSA",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28E+18
"Something I keep thinking about... look at all the people that refuse to wear masks in public, even when mandated by the state. Are they going to tell their kids not to wear one in school? Yep. What do schools take that away? Not let them on the bus?",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@CBSNews Send your kids to the schools first.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@KateBrownForOR Yes! This should include educators being asked to return to the classroom in the middle of a pandemic that is not under control. This must be the only until we have testing and tracing fully in place. #WeAreSchools #WeStandTogether4SafeSchools #NotMyKid,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28E+18
"When @PressSec Kayleigh asked said it was on @realDonaldTrump's agenda to reopen schools, did I really hear her say, ""I,, the and and science should not stand in the way of our?

Or am I drunk, high, in a coma...?

#kayleighlies #TrumpFailsAmerica #Trump # @America 
#MAGA",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
Yâall can go ahead and open the schools. My kid will just stay to home :middle_finger_medium-light_skin_tone:,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
Why are schools still open????? Mr President you and your cabinet are absolutely clueless,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
uh why wait until someone gets the coronavirus..? Rather be safe than sorry,school closures,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.24E+18
"@_TiffyCat @ @ @ @, I pray that SCDHEC stays transparent. I heard today that our incompetent governor is directing SCDHEC to change the way they report their numbers. Its not giving people enough information, so McMaster can do Trumpâs bidding in opening our schools without restrictions.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"As a teacher i really dont like the idea that parliament is closed and we are expected to go to schools and  be exposed to dangers of covid-19 everyday. This is like sending your chicken to the dogs, while u watch the show and relax:lying_face::lying_face:",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@thomaskaine5 COVID deaths down to next to nothing
Safe vaccine
Effect treatment for those who get it

Then and only then can we talk. Until then #notmykid",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@piersmorgan Not enough I fear. 
Gov prefers to be reactive, rather being proactive
Now that coronidemic has been declared a pandemic I think we should close the schools to help slow the spread of infection. 

   we are in a better position to do this than other countries. So we should do so.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.24E+18
so british schools can shut down after 2cm of snow but not for the pand pand virus which is otherwise going to affect 70% of our population at least? makes sense,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.24E+18
"The CDC Executives testifying about the ""vaccine"" live. They have said that they are concerned about sending children back, even after the vax, because we don't know the Pediatric implications yet. - BIG PHARMA IS WORRIED. Let that sink in for a sec. #COVID19",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@AprilDRice I have no children but am friends with many teachers and librarians. Although they desperately want to return to school, they don't think returning now will do anyone ANYTHING. They are also outraged that the fed did NOTHING to stop or plan for this.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Coronavirus has shut down all private universities across America, yet all CUNY schools are still open. This is wildly irresponsible considering CUNY students are lower income, &amp; more likely to not have insurance. This is what a war on the poor looks like.",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
"@JoeBiden So again, you're going to ignore what's happening in Portland, OR how unauthorized Federal agents are arresting American citizens and detaining them without cause?
Or are we supposed to also forget that you're in favor of opening schools back up?

# # too?",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"@KatieMcGinniss @JackPosobiec Look at how young they all are.  No wonder they donât want schools to reopen.  Their kids just want to be in class. @realDonaldTrump   Also, I donât think this is 6â social distancing.  Anyone from CV look be in this photo?",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Parents are now going to have to parent their own children with schools closed...yet we have a generation with limited parenting skills, where others have raised their children from nursery schoolschool and  and -  is not public health - 1 #StaySafeStayHome #coronavirus",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
When you want youâre school to cancel classes but then you realize youâ�� not from Ohio :clown_face::smiling_face_with_3_hearts::smiling_face_with_3_hearts: #SUNY #coronavirus #CoronavirusOutbreak,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
Hey @RepValDemings what are you doing to help central Florida teachers in @OrangeCoFL to stay safe this school year? @JerryDemings doesnât seem to want to take responsibility for keeping the county and their kids and teachers safe.  #COVID19,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"waiting until we have the first case of Covid-19 in the @NYCSchools is the height of stupidity! 
 We should close the schools now, before anyone tests positive and spreads it through their school and to the kids   
 
#CoronavirusOutbreak",school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.24E+18
@Youtube01829362 @ @___1 @CharlesMunn1 @MadDemSocialist @LevonSiler Are you a teacher? You think that will work? It will not. Children tend to not be in school from kindergarten to pre-3rd then older 7th. I can't get behind your logic at all. They will spend the money Keep your masks on wash your hands..not so close..unbelievable.,school closures,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
