Tweet,Target 1,Stance 1,set,Target ori
the first amendment protects you right to do this.,prohibit flag burning,AGAINST,train,We should prohibit flag burning
"The flag burning is showing a disrespect for our Country, it should be prohibited",prohibit flag burning,FAVOR,train,We should prohibit flag burning
"the flag is a national symbol and these must be respected. any act against the flag, especially the burning of flags, should be prohibited since it is an act of violence",prohibit flag burning,FAVOR,train,We should prohibit flag burning
the flag is a piece of cloth.  it is nothing but a symbol.  we have the freedom to express ourselves and one form of expression should be being allowed to light a fire under a flag.,prohibit flag burning,AGAINST,train,We should prohibit flag burning
"the flag is a representation of our country.  people have died for the flag.  we should respect the flag, respect the country and stop allowing the burning of the flag.",prohibit flag burning,FAVOR,train,We should prohibit flag burning
the flag is a sacred symbol of our nation and it would be sacrilege if we allowed flag burning.,prohibit flag burning,FAVOR,train,We should prohibit flag burning
"the flag is a symbol of our nation and desecrating it should be as serious as, say, denying the holocaust happened.",prohibit flag burning,FAVOR,train,We should prohibit flag burning
"the flag is a symbol of the united states, our way of life, our freedom, or soldiers and deserves respect.",prohibit flag burning,FAVOR,train,We should prohibit flag burning
"the flag is a symbol of this country, and should be protected as such",prohibit flag burning,FAVOR,train,We should prohibit flag burning
the flag is an american symbol of honer and integrity and should not be destroyed as this is negative to the values shared by the majority of americans.,prohibit flag burning,FAVOR,train,We should prohibit flag burning
The flag is an important symbol of the country and shouldn't be destroyed.,prohibit flag burning,FAVOR,train,We should prohibit flag burning
the flag is an inanimate object and doesnt feel pain,prohibit flag burning,AGAINST,train,We should prohibit flag burning
the flag is one of our most important patriotic symbols and any offense against you must be punished,prohibit flag burning,FAVOR,train,We should prohibit flag burning
the flag is our dnk and burning it should be a crime and people should be prosecuted for such a shameless act!,prohibit flag burning,FAVOR,train,We should prohibit flag burning
the flag represents everything that's great about this nation; burning it is completely disrespectful to our nation.,prohibit flag burning,FAVOR,train,We should prohibit flag burning
the flag represents freedom and as disgusting as it is people should be allowed to protest as they wish,prohibit flag burning,AGAINST,train,We should prohibit flag burning
the flag represents our country and the sacrifices so many have made to keep us free. it should be respected.,prohibit flag burning,FAVOR,train,We should prohibit flag burning
the flag represents this nation and the freedoms that are granted to all of us living here; burning it is despicable and reprehensible.,prohibit flag burning,FAVOR,train,We should prohibit flag burning
"The foster care process might be challenging, but creating smiles and offering a stable home for children in need certainly, outweigh all concerns",Foster care,AGAINST,train,Foster care brings more harm than good
"the foster care system all too often transfers kids from home to home, not ever letting them develop stable relationships with adults and peers.",Foster care,FAVOR,train,Foster care brings more harm than good
The foster care system does not have the resources to ensure that every child it places receives the proper care; too many children are neglected and/or abused in their foster homes.,Foster care,FAVOR,train,Foster care brings more harm than good
"the foster care system doesn't provide a kid with a stable family life, as kids can be transferred from family to family, sometimes without a care of the well-being of the child.",Foster care,FAVOR,train,Foster care brings more harm than good
"The foster care system is bloated with bureaucracy and too many stakeholders such as foster parents, politicians, and social services that make reform slow and difficult while children suffer.",Foster care,FAVOR,train,Foster care brings more harm than good
the foster care system is bound by the rules  and they are not the normal rules a parent would have for a child,Foster care,FAVOR,train,Foster care brings more harm than good
the foster care system is too understaffed to properly monitor abuses by foster parents.,Foster care,FAVOR,train,Foster care brings more harm than good
"the foster care system is underfunded and cannot provide the individual care that each child needs, and in many cases children would be better off staying with their families",Foster care,FAVOR,train,Foster care brings more harm than good
"The foster care system is understaffed, and its social workers are overwhelmed and exhausted.",Foster care,FAVOR,train,Foster care brings more harm than good
"the foster care system only serves to pass kids on from foster home to foster home, never giving the kid a chance at a stable life.",Foster care,FAVOR,train,Foster care brings more harm than good
The foster care system strips children of autonomy by forcing them to pass every decision about after school activities or hanging out with friends through a social worker that is difficult to access.,Foster care,FAVOR,train,Foster care brings more harm than good
The foster care system treats children like objects by transporting them from home to home and preventing them from acquiring personal belongings.,Foster care,FAVOR,train,Foster care brings more harm than good
The foster system has social workers who provide children with individualized attention and monthly meetings that ensures the children are in the best possible environment.,Foster care,AGAINST,train,Foster care brings more harm than good
"The foster system provides incentives for parents to adopt when children are orphaned, such as free college tuition, financial assistance, and other tax benefits, which allows more children to be adopted.",Foster care,AGAINST,train,Foster care brings more harm than good
the founding fathers did not contemplate the type of weapons currently available. they were talking about keeping a musket to keep foreign soldiers from overrunning your household,arms,AGAINST,train,We should abolish the right to keep and bear arms
the freddom is very important for civil rights,journalism,FAVOR,train,We should subsidize journalism
The free market knows best how to get out of a recession. Any government involvment would worsen the economic situation.,austerity regime,AGAINST,train,We should adopt an austerity regime
the free market should determine whether television exists or not,television,AGAINST,train,We should abandon television
"the freedom of choice should be protected, legalizing prostitution is a way of empowering woman to choose what to do with their body and respecting their freedom to do so.",prostitution,FAVOR,train,We should legalize prostitution
the freedom to bear arms has always been a basic right in this country.  people have the right to protect themselves.,arms,AGAINST,train,We should abolish the right to keep and bear arms
The frequency of terrorism is greatly overstated and the USA has no business lessening standards of justice for what is in reality a minor threat.,Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
the funds for space exploration could come from private sources,space exploration,AGAINST,train,We should subsidize space exploration
the future is in autonomy.  cars are just one part of that and reducing pollution and accidents must be a good thing.,stop development cars,AGAINST,train,We should stop the development of autonomous cars
"The future of employment will be one where people have many careers due to rapid changes in technology and society, and so an education that teaches people how to learn is preferable to learning a trade.",education,FAVOR,train,We should subsidize vocational education
the future of mankind may depend on the ability to travel in space,space exploration,FAVOR,train,We should subsidize space exploration
the future of the human race will rely on moving to other planets in the future therefore we need to subsidize space exploration to speed up research.,space exploration,FAVOR,train,We should subsidize space exploration
the future will depend on the things that we may s\discover in space. other countries are trying to claim it first,space exploration,FAVOR,train,We should subsidize space exploration
the gap between rich and poor is so wide that there is a need to limit the top earners so we should limit executive compensation to begin to close this gap.,limit executive compensation,FAVOR,train,We should limit executive compensation
"the gender of a baby is god's will and nature's way.  you shouldn't mess with it, lest you get tragic consequences.",sex selection,AGAINST,train,We should legalize sex selection
The gifts (which is oftentimes money) received at weddings are a big financial help to new couples.,abandon marriage,AGAINST,train,We should abandon marriage
the goal of cosmetic surgery is to improve and transform appearance,ban surgery minors,AGAINST,train,We should ban cosmetic surgery for minors
the god given statutes of marriage and monogamy should be upheld and polygamy should never be legalized as it leads to a deterioration in moral standards.,legalize polygamy,AGAINST,train,We should legalize polygamy
the good of society must not come before the freedom of individuals to decide what is best for themselves.  therefore don't ban fast food.,ban food,AGAINST,train,We should ban fast food
the government and our taxes  helps pay for k-12 public education but cant be expected to pay for schooling indefinitely,student loans,AGAINST,train,We should subsidize student loans
the government can subsidize other sectors of production that will help the economy,stem cell research,AGAINST,train,We should subsidize embryonic stem cell research
the government cannot be expected to cover extra schooling for only a part of the population,education,AGAINST,train,We should subsidize vocational education
"The government cannot legislate what an individual does with their body as long as it doesn't cause outside harms. Since prostitution doesn't have the ability to harm anyone besides the prostitute, it needs to be legalized.",prostitution,FAVOR,train,We should legalize prostitution
the government can't afford to subsidize everything that people want to learn to do. there has to be a cut off point where students have to pay for it themselves. do not subsidize vo-ed.,education,AGAINST,train,We should subsidize vocational education
"the government does not have the right to regulate marriage, polygamy is no different",legalize polygamy,FAVOR,train,We should legalize polygamy
"the government does not have to subsidize parents who stay at home, make it propitious that unscrupulous people want to live in the state for the mere fact of having children",dads,AGAINST,train,We should subsidize stay-at-home dads
The government does not need Guantanamo Bay anymore and should close it.,Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
the government doesnt need to be in control of science,stem cell research,AGAINST,train,We should subsidize embryonic stem cell research
the government funded the whole space program in the 60's and we made it to the moon.,space exploration,FAVOR,train,We should subsidize space exploration
The government has an obligation to protect children from themselves and their parents until they are old enough to be capable of making their own decisions.,ban surgery minors,FAVOR,train,We should ban cosmetic surgery for minors
the government has no authority to interfere with practices that are inherently religious.,legalize polygamy,FAVOR,train,We should legalize polygamy
the government has no right to make decisions on what constitutes valid medicine or not based on conflicts of interest rather than good science,ban naturopathy,AGAINST,train,We should ban naturopathy
"the government has not right to tell people who they can or can't marry.  if someone loves more than one person, they should be able to marry each of them.",legalize polygamy,FAVOR,train,We should legalize polygamy
The government is already in debt and subsidizing space exploration is not necessary.,space exploration,AGAINST,train,We should subsidize space exploration
the government is already too controlling and people have a right to keep more of their money.,austerity regime,AGAINST,train,We should adopt an austerity regime
"The government is justified on accessing access based on age, as it already does with alcohol or cars.",ban surgery minors,FAVOR,train,We should ban cosmetic surgery for minors
the government is not responsible for supporting everyone,dads,AGAINST,train,We should subsidize stay-at-home dads
the government is putting us more and more into debt with wasteful spending and no real boundaries to it.,austerity regime,FAVOR,train,We should adopt an austerity regime
"the government is responsible for wasteful spending  which in turns hurts the people, there needs to be something in place to stop them from putting our country more into debt.",austerity regime,FAVOR,train,We should adopt an austerity regime
The government is too debt-burdened. It can't afford to subsidize journalism.,journalism,AGAINST,train,We should subsidize journalism
the government is wasteful with tax dollars,austerity regime,FAVOR,train,We should adopt an austerity regime
the government might cut spending on important programs such as healthcare and food welfare.,austerity regime,AGAINST,train,We should adopt an austerity regime
The government must step in when parents fail to protect their children by allowing them to get cosmetic surgery.,ban surgery minors,FAVOR,train,We should ban cosmetic surgery for minors
The government must use least restrictive means to avoid encroaching on people's freedoms. As such they should educate and regulate cosmetic surgery for minors instead of banning it.,ban surgery minors,AGAINST,train,We should ban cosmetic surgery for minors
The government need not spend for criminals who are murderers and such,capital punishment,AGAINST,train,We should abolish capital punishment
the government needs money to function and there are times when it is necessary to fund it by any means they can,austerity regime,FAVOR,train,We should adopt an austerity regime
the government needs to stop spending money and going into debt for all these programs.,education,AGAINST,train,We should subsidize vocational education
The government not recognizing polygamy doesn't prevent people from marrying multiple people.,legalize polygamy,FAVOR,train,We should legalize polygamy
the government only spend the necessary amount and any cuts will mean a cut in services.,austerity regime,AGAINST,train,We should adopt an austerity regime
the government should be able to rule over their own debt without being told what to do,austerity regime,AGAINST,train,We should adopt an austerity regime
The government should have a high bar for banning something which telemarketing doesn't meet.,ban telemarketing,AGAINST,train,We should ban telemarketing
the government should have no role in dictating relationships between consenting adults.,legalize polygamy,FAVOR,train,We should legalize polygamy
the government should have no say so in people's love lives. marriage is a government institution. the same things achieved by marriage can be achieved without that piece of paper and government involvement.,abandon marriage,AGAINST,train,We should abandon marriage
the government should not be able to oppose who we want to marry.,legalize polygamy,FAVOR,train,We should legalize polygamy
"the government should not have the power to decide what is good medicine  and what is not, people have to be free to decide for themselves what kind of therapy they want",ban naturopathy,AGAINST,train,We should ban naturopathy
the government should not interfere in behavior between consenting adults.,prostitution,FAVOR,train,We should legalize prostitution
the government should not outlaw safe procedures that can be done to the body.,ban surgery,AGAINST,train,We should ban cosmetic surgery
the government should not spend its limited funds on a private enterprise.,Wikipedia,AGAINST,train,We should subsidize Wikipedia
the government should take money from us to help those that have no home not give money to stay-at-home dads,dads,AGAINST,train,We should subsidize stay-at-home dads
"the government shouldn't ban anything, people have the right to seek bad advice if they want to",ban naturopathy,AGAINST,train,We should ban naturopathy
the government shouldn't be in people's personal lives and so if they want to have many spouses it shouldn't be illegal.,legalize polygamy,FAVOR,train,We should legalize polygamy
the government shouldn't fund something that can give bad information as users can change it.,Wikipedia,AGAINST,train,We should subsidize Wikipedia
the government shouldnt have the power to say who lives and who dies.,capital punishment,FAVOR,train,We should abolish capital punishment
The government shouldn't prioritize certain relationship over others. Keeping polygamy illegal is a clear action of discrimination on the part of the government.,legalize polygamy,FAVOR,train,We should legalize polygamy
the government spends too much money as it is. space exploration is not necessary enough to be subsidized.,space exploration,AGAINST,train,We should subsidize space exploration
the government subsidizing journalism would create a conflict of interest.,journalism,AGAINST,train,We should subsidize journalism
the government subsidizing student loans allows for the country to educate people which will positively affect the economy,student loans,FAVOR,train,We should subsidize student loans
"the government would not only be able to make money of taxed prostitution, but save on various costs to the tax-payer",prostitution,FAVOR,train,We should legalize prostitution
The governments has a duty to make sure the economy doesn't collapse in times of recession,austerity regime,FAVOR,train,We should adopt an austerity regime
"The group home system is overburdened in the status quo, foster care is the only way for the system to even continue existing.",Foster care,AGAINST,train,Foster care brings more harm than good
the groups needs are more important that individuals,collectivism,AGAINST,train,We should oppose collectivism
the guantanamo bay camp is inhumane,Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
the guantanamo bay camp is necessary for national security,Guantanamo Bay detention camp,AGAINST,train,We should close Guantanamo Bay detention camp
the guantanamo bay detention camp abuses its prisoners.,Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
the guantanamo bay detention camp keeps criminals off of our streets.,Guantanamo Bay detention camp,AGAINST,train,We should close Guantanamo Bay detention camp
the guantanamo bay detention camp keeps those prisoners out of circulation and away from the american public making it safer for our country.,Guantanamo Bay detention camp,AGAINST,train,We should close Guantanamo Bay detention camp
the guantanamo bay detention camp treats its prisoners inhumanely; therefore it should be closed.,Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
the guantanamo prison is a center of human rights violation,Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
the guantanomo bay camp should be closed as people are kept there without fair trials,Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
the guatanomo bay detection cam should not be closed as it is right that potential terrorist are imprisoned,Guantanamo Bay detention camp,AGAINST,train,We should close Guantanamo Bay detention camp
the harmful effects of the cathode ray tube/oscilloscope on television are ubiquitously known,television,FAVOR,train,We should abandon television
"The heat and radiation released by nuclear detonations against all targets in a massive area make these bombs inherently horrific, violent, and cruel.",abolition weapons,FAVOR,train,We should fight for the abolition of nuclear weapons
the high life is very vital for humanity,ban naturopathy,AGAINST,train,We should ban naturopathy
"The Hippocratic Oath states, ""First, do no harm"" -- assisted suicide violates a doctor's duty not to do harm to a patient.",offence,FAVOR,train,Assisted suicide should be a criminal offence
the history of torture at guantanamo bay damages our reputation as a nation so it should be closed,Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
the holding of prisoners without trial is wrong,Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
"the holy scriptures say many things that are not accepted by the traditions of the church, so that the man who wants to remain holy must be celibate.",vow celibacy,AGAINST,train,The vow of celibacy should be abandoned
the homeopathic medicine worked due to the placebo effect,Homeopathy harm good,AGAINST,train,Homeopathy brings more harm than good
the homeopathy is very indispensable for our bodies,Homeopathy harm good,AGAINST,train,Homeopathy brings more harm than good
"the horrific conditions and treatment are inhumane, and despite what someone has done they deserve a basic quality of life.",Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
the human is free of think and act for universalr rigths have,limit activism,AGAINST,train,We should limit judicial activism
The human life is precious and sacred. No one should be able to remove that life unnaturally. Permitting criminal offence is a sin that should be forbidden,offence,FAVOR,train,Assisted suicide should be a criminal offence
the hunting of food is natural for humans,ban whaling,AGAINST,train,We should ban whaling
the imbalance in personal wealth in this country can easily be seen when looking at the massive difference in wages between executives and the working class.  we should strive for more equality.,limit executive compensation,FAVOR,train,We should limit executive compensation
"the immediate results of a nuclear attack are already devastating, but the lasting effects make it that much more cruel.",abolition weapons,FAVOR,train,We should fight for the abolition of nuclear weapons
the immense destructive power of nuclear weapons means that any rogue state or organization that acquires them and the means to deploy them could bring about the end of the world.,abolition weapons,FAVOR,train,We should fight for the abolition of nuclear weapons
the implementation of safe places has been viewed by some as a very generous and thoughtful move from the government.,spaces,AGAINST,train,We should abolish safe spaces
the importance of the education of our professionals must be taken into consideration in our society,education,FAVOR,train,We should subsidize vocational education
The inclusion of a new and unknown member into a family is often not accepted well by other kids in the family.,Foster care,FAVOR,train,Foster care brings more harm than good
the inconvenience of austerity pales in comparison to a government going bankrupt.,austerity regime,FAVOR,train,We should adopt an austerity regime
The increase in military spending that would follow abolition of nuclear weapons would far outweigh the cost in keeping them.,abolition weapons,AGAINST,train,We should fight for the abolition of nuclear weapons
the indiscriminate hunting of whales is diminishing the quantity of these mammals to dangerous levels,ban whaling,FAVOR,train,We should ban whaling
the indiscriminate hunting of whales is negatively affecting the marine ecosystem,ban whaling,FAVOR,train,We should ban whaling
the industry is immoral and legalizing it shows society is consenting to it.,prostitution,AGAINST,train,We should legalize prostitution
the inhumane activities in guantanamo bay detention camp must come to an end.,Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
"the inmates of guantanamo bay are terrorists and a danger to the person on the street, closing guantanamo bay would put thousands of innocent people at risk.",Guantanamo Bay detention camp,AGAINST,train,We should close Guantanamo Bay detention camp
"the insitution of marriage holds special significance by a couple showing their committment to each other, tieing them financially which shows more of a committment than simply living together.",abandon marriage,AGAINST,train,We should abandon marriage
The institution of marriage has deteriorated over the last century and has little value aside from legal benefits. It should be cast aside.,abandon marriage,FAVOR,train,We should abandon marriage
The intense damage that nuclear weapons cause not just to the people immediately hit but also the generations following  is morally abhorrent and means we must fight to abolish them.,abolition weapons,FAVOR,train,We should fight for the abolition of nuclear weapons
the interests of a two party system are very limited and we need to expand with more parties to cater to more views,multi-party system,FAVOR,train,We should adopt a multi-party system
"The international community has already acknowledged that nuclear weapons are bad by signing a number of nuclear nonproliferation and test-ban treaties, and the next step in international cooperation should be the abolition of nuclear weapons.",abolition weapons,FAVOR,train,We should fight for the abolition of nuclear weapons
the introduction of compulsory voting is essential and will ensure that everybody takes ownership of election results.,compulsory voting,FAVOR,train,We should introduce compulsory voting
the investigations with mother cells could mean the definitive advance for the human race,stem cell research,FAVOR,train,We should subsidize embryonic stem cell research
"the is enough money in journalism already, and funds available through subsidies should be redirected towards more worthwhile causes such as healthcare.",journalism,AGAINST,train,We should subsidize journalism
The issues in multi-party systems are numerous and more difficult to understand.,multi-party system,AGAINST,train,We should adopt a multi-party system
the journalism won't be able to be trusted.  it could be biased depending on who does the subsidising.,journalism,AGAINST,train,We should subsidize journalism
the judicial decides the best laws for the state,limit activism,AGAINST,train,We should limit judicial activism
"the judicial system requires independence, judicial activists undermine this independence and the practice should be limited.",limit activism,FAVOR,train,We should limit judicial activism
"the judiciary are independent people, activism is detrimental to this independence as it impacts on judicial neutrality",limit activism,FAVOR,train,We should limit judicial activism
the judiciary have as much right to be activists as anybody else,limit activism,AGAINST,train,We should limit judicial activism
the judiciary helps provide checks and balances and should grant itself an expanded role to counterbalance the effects of transient majoritarianism.,limit activism,AGAINST,train,We should limit judicial activism
"the judiciary was only originally intended to review laws, not make them via activism",limit activism,FAVOR,train,We should limit judicial activism
the kids do not get the proper socialization and may have more trouble moving on to college educationally and socially.,,FAVOR,train,Homeschooling should be banned
the knowledge gained from space exploration has been used to further science and engineering.,space exploration,FAVOR,train,We should subsidize space exploration
the lack of stability and continuity that comes with transferring a child from one foster home to another undermines proper social development.,Foster care,FAVOR,train,Foster care brings more harm than good
the lack of stability for children can lead to behavioural problems,Foster care,FAVOR,train,Foster care brings more harm than good
the language is fine the way it is and gender is a reality.,language,AGAINST,train,We should adopt gender-neutral language
"the last thing students need to start their careers with is a massive student loan, so subsidising student loans will enable them to start life without that debt hanging over them.",student loans,FAVOR,train,We should subsidize student loans
the last thing we need to promote to minors in this modern world is changing your appearance to meet societal beauty norms.,ban surgery minors,FAVOR,train,We should ban cosmetic surgery for minors
the law has to be interpreted and enforced as is following the constitution. judicial activism would undermines that.,limit activism,FAVOR,train,We should limit judicial activism
the law is there to protect vulnerable people,legalize polygamy,AGAINST,train,We should legalize polygamy
the learning of skills is benificial to society,education,FAVOR,train,We should subsidize vocational education
the legal buying and selling of organs is not ethical.,trade,AGAINST,train,We should legalize organ trade
"the legal issues surrounding autonomous cars have not been fully explored and decided, such as who is to blame if an autonomous car were to kill someone, the owner or the manufacturer?",stop development cars,FAVOR,train,We should stop the development of autonomous cars
The legal protections and stipulations of marriage (such as dividing children following a divorce etc.) would be impossible to navigate in polygamous relationships.,legalize polygamy,AGAINST,train,We should legalize polygamy
the legal structure of the intellectual property rights restrains continuing innovation.,property rights,FAVOR,train,We should abolish intellectual property rights
"the legality of marriage helps with health care and government benefits,",abandon marriage,AGAINST,train,We should abandon marriage
the legalization of prostitution would allow the people involved to be much safer since they would be able to rely on the protection of the police,prostitution,FAVOR,train,We should legalize prostitution
the legalization of prostitution would result in an increase in human trafficking of young women and girls,prostitution,AGAINST,train,We should legalize prostitution
"the less guns that are available to citizens, the less chance of innocent people being hurt",arms,FAVOR,train,We should abolish the right to keep and bear arms
the lgbt community have every right to celebrate their freedom and rights in a peaceful manner.,cancel pride parades,AGAINST,train,We should cancel pride parades
the lgbt population has every right to celebrate their lifestyle preferences.,cancel pride parades,AGAINST,train,We should cancel pride parades
"the lgbt world has suffered and fought greatly for equal rights, they deserve to have a parade or march in honor of such.",cancel pride parades,AGAINST,train,We should cancel pride parades
the life of an animal in a zoo is a poor substitute for living in the wild,zoos,FAVOR,train,We should abolish zoos
the likelihood of unintended deployment of nuclear weapons is high so they should be abolished.,abolition weapons,FAVOR,train,We should fight for the abolition of nuclear weapons
THE LOANS COST US AS A COUNTRY TO MUCH,student loans,AGAINST,train,We should subsidize student loans
the long term effects of new procedures have not been studied enough to know if they are safe.,ban surgery,FAVOR,train,We should ban cosmetic surgery
the loss of experience and knowledge from mandatory retirement is costly to businesses,end mandatory retirement,FAVOR,train,We should end mandatory retirement
"the main reason people use weapons is for their own personal protection incase of an intruder, by abolishing this you are leaving people vunreble & scared",arms,AGAINST,train,We should abolish the right to keep and bear arms
the main thing is to reduce the waiting lists as much as possible,trade,FAVOR,train,We should legalize organ trade
"the majority of medicine is based on plants or extracts, that started as homeopathy
many homeopathic remedies, like garlic and ginger, are effective
it is not for anyone to dictate what you do to your own body",Homeopathy harm good,AGAINST,train,Homeopathy brings more harm than good
"the majority of terrorism originates from specific ethnicities and races. if we can save lives using a tool, no matter how controversial, it should be allowed.",profiling,AGAINST,train,We should end racial profiling
the march of pride is immoral and perverts family values,cancel pride parades,FAVOR,train,We should cancel pride parades
"the market should decide, and people have the right to do what they wish with their bodies.",ban surgery,AGAINST,train,We should ban cosmetic surgery
the marketing of organs could take a positive step since there are many people who die young of brain deaths could family members sell their organs would be something positive,trade,FAVOR,train,We should legalize organ trade
the marriage would be a big distraction to priests and they should devote their life and time to god and preaching,vow celibacy,AGAINST,train,The vow of celibacy should be abandoned
"The material used to build bombs, radioactive and otherwise, could be used for industrial purposes, creating jobs and generally strengthening the economy.",abolition weapons,FAVOR,train,We should fight for the abolition of nuclear weapons
The meager amount of compensation has been the prime reason why foster children receive inadequate care from their foster parents,Foster care,FAVOR,train,Foster care brings more harm than good
the medical community is gradually accepting that there is evidence that naturopathy is helping people so it should not be banned for fear of missing better treatments and outcomes.,ban naturopathy,AGAINST,train,We should ban naturopathy
The medical world is highly regulated and it is up to individual citizens to decide for themselves whether or not this unregulated and untested path is the one they choose to take.,ban naturopathy,AGAINST,train,We should ban naturopathy
"the mental and physical impact of carrying a child that you cannot keep is too high, especially for the vulnerable you women that doe this for much needed money and cannot weigh up the cost and benefit fully",Surrogacy,FAVOR,train,Surrogacy should be banned
"The methods of execution have gradually become more humane over the years making the death penalty quick, painless, and humane.",capital punishment,AGAINST,train,We should abolish capital punishment
"the minor, with adult consent, should be able to do what they want with their bodies",ban surgery minors,AGAINST,train,We should ban cosmetic surgery for minors
the minorities that historically has been mistreated need all our support to prosper.,end action,AGAINST,train,We should end affirmative action
"the model of polygamy simply does not work, it leads to an imbalance of single male and females, oppression of women and resentment from the wives and the men left without a hope of finding a wife",legalize polygamy,AGAINST,train,We should legalize polygamy
"the modern death penalty  is intended to be painless and effective and the process is much more humane than electrocution, firing squads, or hanging, which were common  in the past",capital punishment,AGAINST,train,We should abolish capital punishment
the modern world is so quick to take offence that we should adopt gender-neutral language to avoid accidentally offending.,language,FAVOR,train,We should adopt gender-neutral language
"The money could be better spent on more worthy areas, such as health and education.",space exploration,AGAINST,train,We should subsidize space exploration
the money should be distributed equally among all employees,limit executive compensation,FAVOR,train,We should limit executive compensation
"the money should be distributed more equally within organisation, therefore executive compensation should be limited and normal employees should be rewarded instead",limit executive compensation,FAVOR,train,We should limit executive compensation
the money should be invested in company rather than financing new villa or sport car of the executives,limit executive compensation,FAVOR,train,We should limit executive compensation
The money spent on space exploration would be better spent on improving life on Earth.,space exploration,AGAINST,train,We should subsidize space exploration
the money spent on space exploration would be better used to combat problems on earth,space exploration,AGAINST,train,We should subsidize space exploration
the money spent on subsidizing space exploration could be better spent on other things that help all of society,space exploration,AGAINST,train,We should subsidize space exploration
the money spent on subsidizing space exploration would be much better solving problems right here and now on earth,space exploration,AGAINST,train,We should subsidize space exploration
The money that could be used for Wikipedia would be more effective if used for other government programs.,Wikipedia,AGAINST,train,We should subsidize Wikipedia
"the money that is used for student loans, should be used in credits to companies that they have greater guarantee of return in the agreed timeframe.",student loans,AGAINST,train,We should subsidize student loans
the money used for subsidizing wikipedia could be used to combat disease and poverty. wikipedia could  raise money through advertising if it chose.,Wikipedia,AGAINST,train,We should subsidize Wikipedia
the money used on space exploration could be used on alternative initiatives such as an health and combating poverty.,space exploration,AGAINST,train,We should subsidize space exploration
The monogamy of marriage reduces health risks such as sexually transmitted diseases.,abandon marriage,AGAINST,train,We should abandon marriage
"the moral fabric of society is already rottening, making prostitution legal is not only wrong but immoral",prostitution,AGAINST,train,We should legalize prostitution
the more crowded a place become the more crime rises.,fight urbanization,FAVOR,train,We should fight urbanization
the more ideas we have being brought to the table the better we can find a common ground to compromise and having multi-party system allows for the most ideas to be represented.,multi-party system,FAVOR,train,We should adopt a multi-party system
"the more money that can be put into this research, the better.  time is showing us that great strides in medicine are being made from the use of embryonic stem cell research.",stem cell research,FAVOR,train,We should subsidize embryonic stem cell research
"the more people participate in the voting process, the better it is for democracy and society as a whole.",compulsory voting,FAVOR,train,We should introduce compulsory voting
"the more people work together as a team, the better things will be",collectivism,AGAINST,train,We should oppose collectivism
"the more research that is done, the higher the chances to understanding and possible curing diseases.",stem cell research,FAVOR,train,We should subsidize embryonic stem cell research
"the more stay-at-home fathers, the more chances women have to show their abilities in work and that is an important step in reaching social equality.",dads,FAVOR,train,We should subsidize stay-at-home dads
"the more they act, the more confidence they will gain in themselves.",ban use child actors,AGAINST,train,We should ban the use of child actors
the most obvious reason to oppose is the danger that an innocent person is killed due to the fact that mistakes are made. witnesses can be wrong in what they saw and lawyers can make a hash of defending a case.,capital punishment,FAVOR,train,We should abolish capital punishment
"the multiparty system generates some democratic deficits, it is not about how many parties there are, but the relationship between representatives and represented",multi-party system,AGAINST,train,We should adopt a multi-party system
the multi-party system is essential and ensures that minority parties have a say,multi-party system,FAVOR,train,We should adopt a multi-party system
The multiparty system is less biased by things like charisma or attractiveness as voters vote for ideas and parties and not individual politicians.,multi-party system,FAVOR,train,We should adopt a multi-party system
"The multiparty system is less democratic as citizens don't vote for who will govern them, they just vote for party.",multi-party system,AGAINST,train,We should adopt a multi-party system
the multi-party system offers voters more choices that may get more people involved in politics,multi-party system,FAVOR,train,We should adopt a multi-party system
the multi-party system works and ensures that everybody has their say,multi-party system,FAVOR,train,We should adopt a multi-party system
the national debt has risen at alarming rates.  congress is not willing to raise taxes to slow this growth. we must take action to lower spending and not burden future generations with huge debt repayments.,austerity regime,FAVOR,train,We should adopt an austerity regime
the national debt is out of control and only by implementing austerity measures will we be able to reduce the budget deficit and guarantee the country's future.,austerity regime,FAVOR,train,We should adopt an austerity regime
the national debt is out of control and subsidizing student loans will only add to it.,student loans,AGAINST,train,We should subsidize student loans
the national debt is out of control and we cannot afford to add to it further.,student loans,AGAINST,train,We should subsidize student loans
the national debt is so terrible in the united states that we need a austerity regime.,austerity regime,FAVOR,train,We should adopt an austerity regime
"The natural resources on earth are dwindling, we have to subsidize space exploration in order to find an outlet for this horrifying situation.",space exploration,FAVOR,train,We should subsidize space exploration
